Deduped.author.names,Author.Keywords
"Fattal, R.",volume rendering
"Lischinski, D.",3D ultrasound
"Lischinski, D.",classification
"Lischinski, D.",isosurface extraction
"Lischinski, D.",opacity function
"Lischinski, D.",splatting
"Lischinski, D.",the variational principle
"Lischinski, D.",volume rendering
"Bryan, J.",Temporal Bone Dissection
"Stredney, D.",Temporal Bone Dissection
"Wiet, G.",Temporal Bone Dissection
"Sessanna, D.",Temporal Bone Dissection
"Hahn, H.K.",vessel visualization
"Hahn, H.K.",medical visualization
"Hahn, H.K.",computer-assisted surgery
"Preim, B.",vessel visualization
"Preim, B.",medical visualization
"Preim, B.",computer-assisted surgery
"Selle, D.",vessel visualization
"Selle, D.",medical visualization
"Selle, D.",computer-assisted surgery
"Peitgen, H.-O.",vessel visualization
"Peitgen, H.-O.",medical visualization
"Peitgen, H.-O.",computer-assisted surgery
"Lindstrom, P.",vessel visualization
"Lindstrom, P.",medical visualization
"Lindstrom, P.",computer-assisted surgery
"Pascucci, V.",vessel visualization
"Pascucci, V.",medical visualization
"Pascucci, V.",computer-assisted surgery
"Pingali, G.",sports visualization
"Pingali, G.",virtual environment
"Pingali, G.",telepresence
"Pingali, G.",real-time video analysis
"Pingali, G.",multi-camera tracking
"Pingali, G.",multimedia indexing
"Opalach, A.",sports visualization
"Opalach, A.",virtual environment
"Opalach, A.",telepresence
"Opalach, A.",real-time video analysis
"Opalach, A.",multi-camera tracking
"Opalach, A.",multimedia indexing
"Jean, Y.",sports visualization
"Jean, Y.",virtual environment
"Jean, Y.",telepresence
"Jean, Y.",real-time video analysis
"Jean, Y.",multi-camera tracking
"Jean, Y.",multimedia indexing
"Carlbom, I.",sports visualization
"Carlbom, I.",virtual environment
"Carlbom, I.",telepresence
"Carlbom, I.",real-time video analysis
"Carlbom, I.",multi-camera tracking
"Carlbom, I.",multimedia indexing
"Kao, D.",uncertainty
"Kao, D.",probability density function
"Kao, D.",geostatistics
"Kao, D.",conditional simulation
"Kao, D.",data assimilation
"Dungan, J.L.",uncertainty
"Dungan, J.L.",probability density function
"Dungan, J.L.",geostatistics
"Dungan, J.L.",conditional simulation
"Dungan, J.L.",data assimilation
"Pang, A.",uncertainty
"Pang, A.",probability density function
"Pang, A.",geostatistics
"Pang, A.",conditional simulation
"Pang, A.",data assimilation
"Dong, F.",Volume Rendering
"Dong, F.",Fine Details
"Dong, F.",Medical Visualization
"Dong, F.",Image Processing
"Dong, F.",Volume Textures
"Clapworthy, G.",Volume Rendering
"Clapworthy, G.",Fine Details
"Clapworthy, G.",Medical Visualization
"Clapworthy, G.",Image Processing
"Clapworthy, G.",Volume Textures
"Krokos, M.",Volume Rendering
"Krokos, M.",Fine Details
"Krokos, M.",Medical Visualization
"Krokos, M.",Image Processing
"Krokos, M.",Volume Textures
"Bertram, M.",Contours
"Bertram, M.",Geometry Compression
"Bertram, M.",Iso-surfaces
"Bertram, M.",Level Sets
"Bertram, M.",Multiresolution Methods
"Bertram, M.",Wavelets
"Laney, D.",Contours
"Laney, D.",Geometry Compression
"Laney, D.",Iso-surfaces
"Laney, D.",Level Sets
"Laney, D.",Multiresolution Methods
"Laney, D.",Wavelets
"Duchaineau, M.",Contours
"Duchaineau, M.",Geometry Compression
"Duchaineau, M.",Iso-surfaces
"Duchaineau, M.",Level Sets
"Duchaineau, M.",Multiresolution Methods
"Duchaineau, M.",Wavelets
"Hansen, C.",Contours
"Hansen, C.",Geometry Compression
"Hansen, C.",Iso-surfaces
"Hansen, C.",Level Sets
"Hansen, C.",Multiresolution Methods
"Hansen, C.",Wavelets
"Hamann, B.",Contours
"Hamann, B.",Geometry Compression
"Hamann, B.",Iso-surfaces
"Hamann, B.",Level Sets
"Hamann, B.",Multiresolution Methods
"Hamann, B.",Wavelets
"Joy, K.I.",Contours
"Joy, K.I.",Geometry Compression
"Joy, K.I.",Iso-surfaces
"Joy, K.I.",Level Sets
"Joy, K.I.",Multiresolution Methods
"Joy, K.I.",Wavelets
"Severance, K.",Data fusion
"Severance, K.",Photogrammetry
"Severance, K.",Line Integral Convolution
"Severance, K.",Reconstruction
"Severance, K.",Oil flow
"Severance, K.",Particle Image Velocimetry
"Severance, K.",Wind tunnel
"Severance, K.",Landing gear
"Severance, K.",Texture mapping
"Severance, K.",Image-based rendering
"Severance, K.",VRML
"Brewstel, P.",Data fusion
"Brewstel, P.",Photogrammetry
"Brewstel, P.",Line Integral Convolution
"Brewstel, P.",Reconstruction
"Brewstel, P.",Oil flow
"Brewstel, P.",Particle Image Velocimetry
"Brewstel, P.",Wind tunnel
"Brewstel, P.",Landing gear
"Brewstel, P.",Texture mapping
"Brewstel, P.",Image-based rendering
"Brewstel, P.",VRML
"Lazos, B.",Data fusion
"Lazos, B.",Photogrammetry
"Lazos, B.",Line Integral Convolution
"Lazos, B.",Reconstruction
"Lazos, B.",Oil flow
"Lazos, B.",Particle Image Velocimetry
"Lazos, B.",Wind tunnel
"Lazos, B.",Landing gear
"Lazos, B.",Texture mapping
"Lazos, B.",Image-based rendering
"Lazos, B.",VRML
"Keefe, D.F.",Data fusion
"Keefe, D.F.",Photogrammetry
"Keefe, D.F.",Line Integral Convolution
"Keefe, D.F.",Reconstruction
"Keefe, D.F.",Oil flow
"Keefe, D.F.",Particle Image Velocimetry
"Keefe, D.F.",Wind tunnel
"Keefe, D.F.",Landing gear
"Keefe, D.F.",Texture mapping
"Keefe, D.F.",Image-based rendering
"Keefe, D.F.",VRML
"Kreuseler, M.",Data fusion
"Kreuseler, M.",Photogrammetry
"Kreuseler, M.",Line Integral Convolution
"Kreuseler, M.",Reconstruction
"Kreuseler, M.",Oil flow
"Kreuseler, M.",Particle Image Velocimetry
"Kreuseler, M.",Wind tunnel
"Kreuseler, M.",Landing gear
"Kreuseler, M.",Texture mapping
"Kreuseler, M.",Image-based rendering
"Kreuseler, M.",VRML
"Lopez, N.",Data fusion
"Lopez, N.",Photogrammetry
"Lopez, N.",Line Integral Convolution
"Lopez, N.",Reconstruction
"Lopez, N.",Oil flow
"Lopez, N.",Particle Image Velocimetry
"Lopez, N.",Wind tunnel
"Lopez, N.",Landing gear
"Lopez, N.",Texture mapping
"Lopez, N.",Image-based rendering
"Lopez, N.",VRML
"Schumann, H.",Data fusion
"Schumann, H.",Photogrammetry
"Schumann, H.",Line Integral Convolution
"Schumann, H.",Reconstruction
"Schumann, H.",Oil flow
"Schumann, H.",Particle Image Velocimetry
"Schumann, H.",Wind tunnel
"Schumann, H.",Landing gear
"Schumann, H.",Texture mapping
"Schumann, H.",Image-based rendering
"Schumann, H.",VRML
"Chi, E.H.",Information Visualization
"Chi, E.H.",Data State Model
"Chi, E.H.",Reference Model
"Chi, E.H.",Taxonomy
"Chi, E.H.",Techniques
"Chi, E.H.",Operators
"Brewer, I.",Information Visualization
"Brewer, I.",Data State Model
"Brewer, I.",Reference Model
"Brewer, I.",Taxonomy
"Brewer, I.",Techniques
"Brewer, I.",Operators
"MacEachren, A.M.",Information Visualization
"MacEachren, A.M.",Data State Model
"MacEachren, A.M.",Reference Model
"MacEachren, A.M.",Taxonomy
"MacEachren, A.M.",Techniques
"MacEachren, A.M.",Operators
"Abdo, H.",Information Visualization
"Abdo, H.",Data State Model
"Abdo, H.",Reference Model
"Abdo, H.",Taxonomy
"Abdo, H.",Techniques
"Abdo, H.",Operators
"Gundrum, J.",Information Visualization
"Gundrum, J.",Data State Model
"Gundrum, J.",Reference Model
"Gundrum, J.",Taxonomy
"Gundrum, J.",Techniques
"Gundrum, J.",Operators
"Otto, G.",Information Visualization
"Otto, G.",Data State Model
"Otto, G.",Reference Model
"Otto, G.",Taxonomy
"Otto, G.",Techniques
"Otto, G.",Operators
"Buscher, M.",Information visualization
"Buscher, M.",architecture
"Buscher, M.",work materials
"Buscher, M.",context
"Buscher, M.",spatio-temporal order
"Buscher, M.",electronic workspace
"Shapiro, D.",Information visualization
"Shapiro, D.",architecture
"Shapiro, D.",work materials
"Shapiro, D.",context
"Shapiro, D.",spatio-temporal order
"Shapiro, D.",electronic workspace
"Christensen, M.",Information visualization
"Christensen, M.",architecture
"Christensen, M.",work materials
"Christensen, M.",context
"Christensen, M.",spatio-temporal order
"Christensen, M.",electronic workspace
"Mogensen, P.",Information visualization
"Mogensen, P.",architecture
"Mogensen, P.",work materials
"Mogensen, P.",context
"Mogensen, P.",spatio-temporal order
"Mogensen, P.",electronic workspace
"Orbaek, P.",Information visualization
"Orbaek, P.",architecture
"Orbaek, P.",work materials
"Orbaek, P.",context
"Orbaek, P.",spatio-temporal order
"Orbaek, P.",electronic workspace
"Herman, I.",graph visualization
"Herman, I.",graph navigation
"Herman, I.",metrics
"Herman, I.",clustering
"Marshall, M.S.",graph visualization
"Marshall, M.S.",graph navigation
"Marshall, M.S.",metrics
"Marshall, M.S.",clustering
"Melancon, G.",graph visualization
"Melancon, G.",graph navigation
"Melancon, G.",metrics
"Melancon, G.",clustering
"Stasko, J.",graph visualization
"Stasko, J.",graph navigation
"Stasko, J.",metrics
"Stasko, J.",clustering
"Zhang, E.",graph visualization
"Zhang, E.",graph navigation
"Zhang, E.",metrics
"Zhang, E.",clustering
"Skupin, A.",graph visualization
"Skupin, A.",graph navigation
"Skupin, A.",metrics
"Skupin, A.",clustering
"Fujishiro, I.",graph visualization
"Fujishiro, I.",graph navigation
"Fujishiro, I.",metrics
"Fujishiro, I.",clustering
"Ichikawa, Y.",graph visualization
"Ichikawa, Y.",graph navigation
"Ichikawa, Y.",metrics
"Ichikawa, Y.",clustering
"Furuhata, R.",graph visualization
"Furuhata, R.",graph navigation
"Furuhata, R.",metrics
"Furuhata, R.",clustering
"Takeshima, Y.",graph visualization
"Takeshima, Y.",graph navigation
"Takeshima, Y.",metrics
"Takeshima, Y.",clustering
"Olston, C.",Portals
"Olston, C.",Multiple Views
"Olston, C.",Data Visualization
"Woodruff, A.",Portals
"Woodruff, A.",Multiple Views
"Woodruff, A.",Data Visualization
"Yang-Pelaez, J.",Portals
"Yang-Pelaez, J.",Multiple Views
"Yang-Pelaez, J.",Data Visualization
"Flowers, W.C.",Portals
"Flowers, W.C.",Multiple Views
"Flowers, W.C.",Data Visualization
"Pu, P.",Portals
"Pu, P.",Multiple Views
"Pu, P.",Data Visualization
"Lalanne, D.",Portals
"Lalanne, D.",Multiple Views
"Lalanne, D.",Data Visualization
"Leuski, A.",Portals
"Leuski, A.",Multiple Views
"Leuski, A.",Data Visualization
"Allan, J.",Portals
"Allan, J.",Multiple Views
"Allan, J.",Data Visualization
"Russo dos Santos, C.",Portals
"Russo dos Santos, C.",Multiple Views
"Russo dos Santos, C.",Data Visualization
"Gros, P.",Portals
"Gros, P.",Multiple Views
"Gros, P.",Data Visualization
"Abel, P.",Portals
"Abel, P.",Multiple Views
"Abel, P.",Data Visualization
"Loisel, D.",Portals
"Loisel, D.",Multiple Views
"Loisel, D.",Data Visualization
"Trichaud, N.",Portals
"Trichaud, N.",Multiple Views
"Trichaud, N.",Data Visualization
"Paris, J.P.",Portals
"Paris, J.P.",Multiple Views
"Paris, J.P.",Data Visualization
"Overbye, T.J.",Portals
"Overbye, T.J.",Multiple Views
"Overbye, T.J.",Data Visualization
"Weber, J.D.",Portals
"Weber, J.D.",Multiple Views
"Weber, J.D.",Data Visualization
"Stolte, C.",Portals
"Stolte, C.",Multiple Views
"Stolte, C.",Data Visualization
"Hanrahan, P.",Portals
"Hanrahan, P.",Multiple Views
"Hanrahan, P.",Data Visualization
"Bjork, S.",Portals
"Bjork, S.",Multiple Views
"Bjork, S.",Data Visualization
"Redstrom, J.",Portals
"Redstrom, J.",Multiple Views
"Redstrom, J.",Data Visualization
"Havre, S.",Portals
"Havre, S.",Multiple Views
"Havre, S.",Data Visualization
"Hetzler, E.",Portals
"Hetzler, E.",Multiple Views
"Hetzler, E.",Data Visualization
"Nowell, L.",Portals
"Nowell, L.",Multiple Views
"Nowell, L.",Data Visualization
"Ribler, R. L.",Portals
"Ribler, R. L.",Multiple Views
"Ribler, R. L.",Data Visualization
"Abrams, M.",Portals
"Abrams, M.",Multiple Views
"Abrams, M.",Data Visualization
"Abello, J.",visualization
"Abello, J.",massive data sets
"Abello, J.",graphs
"Abello, J.",hierarchies
"Abello, J.",out-of-core algorithms
"Korn, J.",visualization
"Korn, J.",massive data sets
"Korn, J.",graphs
"Korn, J.",hierarchies
"Korn, J.",out-of-core algorithms
Pak Chung Wong,visualization
Pak Chung Wong,massive data sets
Pak Chung Wong,graphs
Pak Chung Wong,hierarchies
Pak Chung Wong,out-of-core algorithms
"Cowley, W.",visualization
"Cowley, W.",massive data sets
"Cowley, W.",graphs
"Cowley, W.",hierarchies
"Cowley, W.",out-of-core algorithms
"Foote, H.",visualization
"Foote, H.",massive data sets
"Foote, H.",graphs
"Foote, H.",hierarchies
"Foote, H.",out-of-core algorithms
"Jurrus, E.",visualization
"Jurrus, E.",massive data sets
"Jurrus, E.",graphs
"Jurrus, E.",hierarchies
"Jurrus, E.",out-of-core algorithms
"Thomas, J.",visualization
"Thomas, J.",massive data sets
"Thomas, J.",graphs
"Thomas, J.",hierarchies
"Thomas, J.",out-of-core algorithms
"Lakare, S.",Volume Segmentation
"Lakare, S.",Segmentation Rays
"Lakare, S.","Partial
Volume Voxels"
"Lakare, S.",Volume Rendering
"Lakare, S.",Virtual Endoscopy
"Lakare, S.","Virtual
Colonoscopy"
"Wan, M.",Volume Segmentation
"Wan, M.",Segmentation Rays
"Wan, M.","Partial
Volume Voxels"
"Wan, M.",Volume Rendering
"Wan, M.",Virtual Endoscopy
"Wan, M.","Virtual
Colonoscopy"
"Sato, M.",Volume Segmentation
"Sato, M.",Segmentation Rays
"Sato, M.","Partial
Volume Voxels"
"Sato, M.",Volume Rendering
"Sato, M.",Virtual Endoscopy
"Sato, M.","Virtual
Colonoscopy"
"Kaufman, A.",Volume Segmentation
"Kaufman, A.",Segmentation Rays
"Kaufman, A.","Partial
Volume Voxels"
"Kaufman, A.",Volume Rendering
"Kaufman, A.",Virtual Endoscopy
"Kaufman, A.","Virtual
Colonoscopy"
"Swan, J.E.",Modeling and Simulation
"Swan, J.E.",Scientific Visualization
"Swan, J.E.",Computational Steering
"Swan, J.E.",Inverse Steering
"Swan, J.E.",Virtual Reality
"Lanzagorta, M.",Modeling and Simulation
"Lanzagorta, M.",Scientific Visualization
"Lanzagorta, M.",Computational Steering
"Lanzagorta, M.",Inverse Steering
"Lanzagorta, M.",Virtual Reality
"Maxwell, D.",Modeling and Simulation
"Maxwell, D.",Scientific Visualization
"Maxwell, D.",Computational Steering
"Maxwell, D.",Inverse Steering
"Maxwell, D.",Virtual Reality
"Kuo, E.",Modeling and Simulation
"Kuo, E.",Scientific Visualization
"Kuo, E.",Computational Steering
"Kuo, E.",Inverse Steering
"Kuo, E.",Virtual Reality
"Uhlmann, J.",Modeling and Simulation
"Uhlmann, J.",Scientific Visualization
"Uhlmann, J.",Computational Steering
"Uhlmann, J.",Inverse Steering
"Uhlmann, J.",Virtual Reality
"Anderson, W.",Modeling and Simulation
"Anderson, W.",Scientific Visualization
"Anderson, W.",Computational Steering
"Anderson, W.",Inverse Steering
"Anderson, W.",Virtual Reality
Haw-Jye Shyu,Modeling and Simulation
Haw-Jye Shyu,Scientific Visualization
Haw-Jye Shyu,Computational Steering
Haw-Jye Shyu,Inverse Steering
Haw-Jye Shyu,Virtual Reality
"Smith, W.",Modeling and Simulation
"Smith, W.",Scientific Visualization
"Smith, W.",Computational Steering
"Smith, W.",Inverse Steering
"Smith, W.",Virtual Reality
"Garcke, H.",Modeling and Simulation
"Garcke, H.",Scientific Visualization
"Garcke, H.",Computational Steering
"Garcke, H.",Inverse Steering
"Garcke, H.",Virtual Reality
"Preuer, T.",Modeling and Simulation
"Preuer, T.",Scientific Visualization
"Preuer, T.",Computational Steering
"Preuer, T.",Inverse Steering
"Preuer, T.",Virtual Reality
"Rumpf, M.",Modeling and Simulation
"Rumpf, M.",Scientific Visualization
"Rumpf, M.",Computational Steering
"Rumpf, M.",Inverse Steering
"Rumpf, M.",Virtual Reality
"Telea, A.",Modeling and Simulation
"Telea, A.",Scientific Visualization
"Telea, A.",Computational Steering
"Telea, A.",Inverse Steering
"Telea, A.",Virtual Reality
"Weikard, U.",Modeling and Simulation
"Weikard, U.",Scientific Visualization
"Weikard, U.",Computational Steering
"Weikard, U.",Inverse Steering
"Weikard, U.",Virtual Reality
"van Wijk, J.J.",Modeling and Simulation
"van Wijk, J.J.",Scientific Visualization
"van Wijk, J.J.",Computational Steering
"van Wijk, J.J.",Inverse Steering
"van Wijk, J.J.",Virtual Reality
"Verma, V.",seed placement
"Verma, V.",streamline
"Verma, V.",critical point
"Verma, V.",Voronoi diagram
"Verma, V.",Poisson disk distribution
"Kao, D.",seed placement
"Kao, D.",streamline
"Kao, D.",critical point
"Kao, D.",Voronoi diagram
"Kao, D.",Poisson disk distribution
"Pang, A.",seed placement
"Pang, A.",streamline
"Pang, A.",critical point
"Pang, A.",Voronoi diagram
"Pang, A.",Poisson disk distribution
"Westermann, R.",Flow Visualization
"Westermann, R.",Level-Sets
"Westermann, R.",Feature Extraction
"Westermann, R.",Multiscale Representation
"Westermann, R.",Texture Mapping
"Johnson, C.R.",Flow Visualization
"Johnson, C.R.",Level-Sets
"Johnson, C.R.",Feature Extraction
"Johnson, C.R.",Multiscale Representation
"Johnson, C.R.",Texture Mapping
"Ertl, T.",Flow Visualization
"Ertl, T.",Level-Sets
"Ertl, T.",Feature Extraction
"Ertl, T.",Multiscale Representation
"Ertl, T.",Texture Mapping
"Jankun-Kelly, T.J.",speadsheets
"Jankun-Kelly, T.J.",user interfaces
"Jankun-Kelly, T.J.",knowledge representation
"Jankun-Kelly, T.J.",scientific visualization
"Jankun-Kelly, T.J.",visualization systems
"Jankun-Kelly, T.J.",volume rendering
Kwan-Liu Ma,speadsheets
Kwan-Liu Ma,user interfaces
Kwan-Liu Ma,knowledge representation
Kwan-Liu Ma,scientific visualization
Kwan-Liu Ma,visualization systems
Kwan-Liu Ma,volume rendering
"Tricoche, X.",vector field topology
"Tricoche, X.",flow visualization
"Tricoche, X.",clustering
"Tricoche, X.",simplification
"Scheuermann, G.",vector field topology
"Scheuermann, G.",flow visualization
"Scheuermann, G.",clustering
"Scheuermann, G.",simplification
"Hagen, H.",vector field topology
"Hagen, H.",flow visualization
"Hagen, H.",clustering
"Hagen, H.",simplification
"Hietala, R.",volume visualization
"Hietala, R.",template
"Hietala, R.",visiblity
"Hietala, R.",isosurface extraction
"Hietala, R.",surface rendering
"Oikarinen, J.",volume visualization
"Oikarinen, J.",template
"Oikarinen, J.",visiblity
"Oikarinen, J.",isosurface extraction
"Oikarinen, J.",surface rendering
"Majumder, A.",large area display
"Majumder, A.",tiled displays
"Majumder, A.",projector graphics
"Majumder, A.",color calibration
Zhu He,large area display
Zhu He,tiled displays
Zhu He,projector graphics
Zhu He,color calibration
"Towles, H.",large area display
"Towles, H.",tiled displays
"Towles, H.",projector graphics
"Towles, H.",color calibration
"Welch, G.",large area display
"Welch, G.",tiled displays
"Welch, G.",projector graphics
"Welch, G.",color calibration
"Fenlon, A.J.",Computational fluid dynamics
"Fenlon, A.J.",interactive design
"Fenlon, A.J.",prosthetic heart valves
"Fenlon, A.J.",visualization systems
"David, T.",Computational fluid dynamics
"David, T.",interactive design
"David, T.",prosthetic heart valves
"David, T.",visualization systems
"Walton, J.",Computational fluid dynamics
"Walton, J.",interactive design
"Walton, J.",prosthetic heart valves
"Walton, J.",visualization systems
"Clarenz, U.",Image Processing
"Clarenz, U.",Geometric Modeling
"Clarenz, U.",Numerical Analysis
"Diewald, U.",Image Processing
